Team #0,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,5 - 79
Team 0,Player #1,1,44,36,34,27,20,30,27,42,34,50,58,A+,22,17.948,0
Team 0,Player #2,2,37,35,34,29,20,28,35,45,38,50,50,A+,22,16.1765,0
Team 0,Player #3,3,37,28,46,20,28,28,28,34,47,50,50,A+,22,16.185,0
Team 0,Player #4,4,29,36,37,35,43,29,28,28,26,58,58,A+,22,16.151,0
Team 0,Player #5,5,36,20,35,45,46,44,37,26,29,50,50,A+,22,17.264,0
Team 0,Player #6,1,42,46,35,20,28,20,20,46,42,66,56,A+,22,18.164,0
Team 0,Player #7,2,46,27,35,20,36,20,27,45,20,50,66,A+,22,16.8755,0
Team 0,Player #8,3,38,29,36,20,29,37,35,20,35,59,58,A+,22,16.095,0
Team 0,Player #9,4,20,20,36,44,37,37,36,20,20,59,59,A+,22,14.616,0
Team 0,Player #10,5,28,20,44,35,47,27,28,29,37,66,58,A+,22,16.179,0
Team 0,Player #11,1,45,45,20,20,31,36,27,46,34,50,50,A+,22,18.113,0
Team 0,Player #12,2,27,46,28,37,20,28,36,45,20,59,50,A+,22,17.0545,0
Team 0,Player #13,3,36,20,29,28,20,36,28,35,45,50,50,A+,22,15.985,0
Team 0,Player #14,4,28,28,28,35,34,33,35,28,36,58,57,A+,22,15.341,0
Team 0,Player #15,5,20,20,28,36,43,36,43,28,37,50,57,A+,22,15.213,0
Team #1,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,81 - 3
Team 1,Player #1,1,102,102,100,100,100,100,100,100,100,50,50,F,22,29.66,0
Team 1,Player #2,2,101,100,100,100,100,100,100,100,100,50,50,F,22,27.01,0
Team 1,Player #3,3,102,100,100,100,100,100,100,100,102,50,50,F,22,27.22,0
Team 1,Player #4,4,100,100,100,100,100,100,100,100,101,50,50,F,22,27.21,0
Team 1,Player #5,5,100,100,100,101,101,100,100,100,100,50,50,F,22,29.225,0
Team 1,Player #6,1,100,101,100,100,100,100,100,100,100,50,51,F,22,29.53,0
Team 1,Player #7,2,100,100,100,100,101,100,100,100,100,50,50,F,22,26.908,0
Team 1,Player #8,3,100,103,100,100,100,101,100,100,100,50,50,F,22,27.31,0
Team 1,Player #9,4,100,100,100,101,100,102,100,100,102,50,53,F,22,27.25,0
Team 1,Player #10,5,100,100,100,100,100,100,100,100,100,52,50,F,22,29.2,0
Team 1,Player #11,1,100,100,102,100,100,100,100,101,100,50,51,F,22,29.43,0
Team 1,Player #12,2,100,100,100,100,100,100,100,100,100,50,50,F,22,26.9,0
Team 1,Player #13,3,100,100,100,100,100,100,100,100,100,50,50,F,22,27,0
Team 1,Player #14,4,100,101,103,100,100,100,101,100,100,50,50,F,22,27.349,0
Team 1,Player #15,5,100,100,102,100,101,100,100,101,100,50,50,F,22,29.244,0
Team #2,Player,Position,Layup,Dunk,Jumpshot,3PT,Pass,ShotContest,DefenseIQ,Jumping,Seperation,Durability,Stamina,Development,Age,Overall,57 - 27
Team 2,Player #1,1,83,82,74,74,74,81,81,74,74,57,50,C+,22,25.673,0
Team 2,Player #2,2,79,85,74,79,74,80,86,87,74,50,50,C+,22,24.085,0
Team 2,Player #3,3,86,91,81,74,80,80,81,80,74,50,50,C+,22,24.6,0
Team 2,Player #4,4,79,74,74,79,74,80,79,74,74,50,66,C+,22,23.392,0
Team 2,Player #5,5,74,87,74,80,87,74,81,74,80,50,50,C+,22,26.153,0
Team 2,Player #6,1,80,80,79,74,74,80,80,74,80,50,50,C+,22,25.362,0
Team 2,Player #7,2,82,81,81,74,74,80,79,86,74,50,50,C+,22,23.641,0
Team 2,Player #8,3,79,81,81,89,81,79,86,82,82,50,50,C+,22,23.9,0
Team 2,Player #9,4,74,84,82,81,74,80,78,79,74,57,57,C+,22,24.045,0
